-1 1:1 2:0 3:0.99539 4:-0.05889 5:0.85243 6:0.02306 7:0.83398 8:-0.37708 9:1 10:0.0376 11:0.85243 12:-0.17755 13:0.59755 14:-0.44945 15:0.60536 16:-0.38223 17:0.84356 18:-0.38542 19:0.58212 20:-0.32192 21:0.56971 22:-0.29674 23:0.36946 24:-0.47357 25:0.56811 26:-0.51171 27:0.41078 28:-0.46168 29:0.21266 30:-0.3409 31:0.42267 32:-0.54487 33:0.18641 34:-0.453 
1 1:-0.04112 2:0.9842 3:-0.03855 4:1 5:-0.02478 6:0.9702 7:-0.03473 8:0.99188 9:-0.04527 10:0.96019 11:-0.04744 12:1 13:-0.02612 14:1 15:2.5e-4 16:0.98485 17:-0.01175 18:1 19:-0.02581 20:1 21:-0.01271 22:1 23:-0.0351 24:0.9982 25:-0.02844 26:0.97868 27:-0.00763 28:0.98658 29:0.00843 30:1 31:0.00876 32:0.96933 33:0 34:1 
-1 1:-0.15676 2:0.28919 3:-0.25946 4:1 5:0 6:0 7:-0.17568 8:1 9:0 10:0 11:-0.41622 12:1 13:-0.21081 14:1 15:0 16:0 17:-0.11351 18:1 19:0.07027 20:1 21:-0.2 22:1 23:0.07297 24:0.93243 25:0 26:0 27:-0.05405 28:0.18919 29:-0.22703 30:0.98919 31:0 32:0 33:0 34:1 
1 1:0.07317 2:0.17073 3:0 4:0.19512 5:0.05504 6:0.1741 7:0.05641 8:0.19304 9:0.09756 10:0.21951 11:0.05813 12:0.23698 13:0.12195 14:0.26829 15:0.07317 16:0.31707 17:0 18:0.36585 19:0 20:0.29268 21:0.04878 22:0.21951 23:0.04755 24:0.43313 25:0.12195 26:0.19512 27:0.03466 28:0.52751 29:-0.02439 30:0.34146 31:0.01403 32:0.64122 33:0 34:1 
-1 1:0 2:0 3:-1 4:1 5:1 6:1 7:-1 8:1 9:0 10:0 11:-0.27778 12:1 13:0 14:0 15:0 16:0 17:-1 18:1 19:1 20:1 21:-1 22:1 23:1 24:1 25:0 26:0 27:0 28:0 29:-1 30:1 31:1 32:1 33:0 34:1 
1 1:-0.2449 2:-0.26531 3:0 4:-0.34694 5:0.18367 6:-0.59184 7:0.14895 8:-0.46579 9:0.22449 10:-0.61224 11:0.32653 12:-0.28571 13:0.44898 14:-0.28571 15:0.55102 16:-0.20408 17:0.55102 18:-0.06122 19:0.5102 20:0 21:0.55102 22:0.12245 23:0.59184 24:0.30612 25:0.44898 26:0.46939 27:0.20408 28:0.40816 29:0.2449 30:0.46939 31:0.20408 32:0.34694 33:0 34:1 
-1 1:0 2:0 3:-1 4:1 5:0 6:0 7:-1 8:1 9:0 10:0 11:1 12:1 13:0 14:0 15:0 16:0 17:-1 18:1 19:0.23288 20:1 21:-0.25342 22:1 23:1 24:1 25:0 26:0 27:0 28:0 29:-1 30:1 31:0 32:0 33:0 34:1 
1 1:-0.56618 2:-0.28676 3:-0.50735 4:-0.44118 5:-0.42647 6:-0.55147 7:-0.24131 8:-0.67925 9:-0.125 10:-0.74265 11:0.08824 12:-0.86029 13:0.38235 14:-0.73529 15:0.47794 16:-0.5 17:0.67647 18:-0.375 19:0.82353 20:-0.20588 21:0.86029 22:-0.02206 23:0.88971 24:0.19118 25:0.77941 26:0.45588 27:0.67647 28:0.74265 29:0.375 30:0.91176 31:0.38235 32:0.89706 33:0 34:1 
-1 1:-0.48241 2:-0.40201 3:0.02614 4:0.18301 5:0.05229 6:-1 7:0.09176 8:0.74385 9:-0.43137 10:-1 11:-0.94118 12:0.94118 13:-0.83007 14:-0.04575 15:-0.54248 16:-0.60131 17:-0.83007 18:-0.98039 19:-0.02614 20:-0.79085 21:0.33987 22:-0.81699 23:1 24:-1 25:0.71242 26:-0.30719 27:-0.70984 28:-0.75693 29:0.15033 30:0.22222 31:0.28105 32:-1 33:0 34:1 
1 1:-0.05 2:0.41667 3:0.03333 4:0.46667 5:0.03333 6:0.4 7:0.05439 8:0.46214 9:0.13333 10:0.25 11:0 12:0.7 13:0.2 14:0.31667 15:-0.01667 16:0.41667 17:0.2 18:0.53333 19:-0.06667 20:0.7 21:0.08333 22:0.71667 23:0.01667 24:0.56667 25:0.11667 26:0.36667 27:-0.13333 28:0.33333 29:0 30:0.53333 31:-0.1 32:0.26667 33:0 34:1 
-1 1:2.0e-5 2:-8.0e-5 3:1.5e-4 4:0 5:5.0e-5 6:2.6e-4 7:-4.3e-4 8:1.9e-4 9:-5.0e-4 10:-6.9e-4 11:0.00102 12:-0.00114 13:0.00238 14:0.00138 15:-0.00153 16:0.0047 17:-0.00883 18:-9.3e-4 19:-0.00166 20:-0.01586 21:0.02726 22:-0.00885 23:0.02575 24:0.04461 25:-0.06879 26:0.06192 27:-0.04444 28:-0.17778 29:0.12159 30:-0.27303 31:0.4 32:-0.26667 33:0 34:1 
1 1:-0.24324 2:0.51351 3:-0.59459 4:0.72973 5:-0.23027 6:0.58478 7:-0.22163 8:0.61031 9:-0.2973 10:0.35135 11:0.13514 12:0.75676 13:0.05405 14:0.62162 15:-0.17666 16:0.71833 17:-0.21622 18:0.32432 19:-0.05405 20:0.62162 21:0 22:0.51351 23:-0.27027 24:1 25:0.18919 26:0.86486 27:-0.24324 28:0.64865 29:0.2973 30:0.64865 31:-0.37838 32:1 33:0 34:1 
-1 1:-0.34375 2:-1 3:-0.1875 4:-1 5:-0.06641 6:0.90234 7:0.13758 8:0.82041 9:-0.00391 10:0.95703 11:0.34766 12:-0.93359 13:0.11719 14:-0.99219 15:-0.02734 16:0.92188 17:-0.03516 18:0.95313 19:-0.00391 20:-1 21:0.16406 22:-1 23:-0.01953 24:0.93359 25:0.01172 26:0.97266 27:-0.01563 28:-1 29:-0.33203 30:-1 31:-0.03516 32:0.94531 33:0 34:1 
1 1:0.00809 2:0.95838 3:-0.0341 4:0.95434 5:0.01908 6:0.97399 7:-0.01647 8:0.96215 9:-0.04451 10:0.97052 11:-0.0237 12:0.93815 13:-0.04971 14:0.93584 15:0.01792 16:0.99769 17:-0.02659 18:0.9948 19:-0.00405 20:0.9526 21:-0.03064 22:0.95665 23:0.0052 24:0.96936 25:-0.01734 26:0.96705 27:0.01214 28:0.93526 29:-0.01272 30:0.93757 31:0.02254 32:0.95202 33:0 34:1 
-1 1:-0.65935 2:1 3:-0.63156 4:1 5:-0.27778 6:1 7:-0.57092 8:1 9:-0.27778 10:1 11:-0.50333 12:1 13:-0.25 14:0 15:-0.42862 16:1 17:-0.38853 18:1 19:-0.3466 20:1 21:-0.11111 22:0.16667 23:-0.25712 24:1 25:-0.22222 26:0.36111 27:-0.11111 28:0.5 29:-1 30:1 31:-0.05529 32:1 33:0 34:1 
1 1:-6.0e-5 2:-8.0e-5 3:-1.2e-4 4:-1.2e-4 5:-2.4e-4 6:-1.8e-4 7:-4.8e-4 8:-2.5e-4 9:-9.0e-4 10:-3.1e-4 11:-0.00166 12:-2.8e-4 13:-0.00299 14:-3.0e-5 15:-0.00523 16:7.8e-4 17:-0.00893 18:0.00281 19:-0.01482 20:0.00741 21:-0.02383 22:0.01707 23:-0.03689 24:0.03649 25:-0.05431 26:0.07405 27:-0.06897 28:0.2069 29:-0.10345 30:0.24138 31:-0.10345 32:0.31034 33:0 34:1 
-1 1:-0.27451 2:0.47059 3:-0.21569 4:0.43137 5:-0.31373 6:0.56863 7:-0.24668 8:0.52409 9:-0.2549 10:0.45098 11:-0.23529 12:0.66667 13:-0.19608 14:0.58824 15:-0.21569 16:0.54902 17:-0.11765 18:0.54902 19:-0.09804 20:0.64706 21:-0.13725 22:0.66667 23:-0.11765 24:0.68627 25:-0.11765 26:0.62745 27:-0.07843 28:0.60784 29:0 30:0.72549 31:-0.07843 32:0.62745 33:0 34:1 
1 1:-0.00291 2:2.5e-4 3:-0.00408 4:-8.9e-4 5:-0.0052 6:-0.00294 7:-0.00586 8:-0.00621 9:-0.00539 10:-0.01097 11:-0.00273 12:-0.01726 13:0.00357 14:-0.02474 15:0.01532 16:-0.0323 17:0.03458 18:-0.03766 19:0.06317 20:-0.03685 21:0.10188 22:-0.02367 23:0.14922 24:0.0107 25:0.19939 26:0.07766 27:0.23966 28:0.19036 29:0.26667 30:0.46667 31:0.16667 32:0.25 33:0 34:1 
-1 1:0.09375 2:0 3:0 4:-0.03125 5:0.03125 6:-0.71875 7:0 8:0.03125 9:-0.46875 10:0.03125 11:0 12:0 13:-0.09375 14:0 15:-0.375 16:0.4375 17:-0.15625 18:0.15625 19:0 20:0.0625 21:0.09375 22:-0.03125 23:0 24:0.1875 25:0.0625 26:0.625 27:0.0625 28:0 29:0 30:0.0625 31:0.15625 32:-0.65625 33:0 34:1 
1 1:-0.07027 2:1 3:0.02703 4:1 5:-0.03243 6:1 7:0.01251 8:0.98556 9:0.09189 10:0.97838 11:0.04324 12:1 13:0.06486 14:1 15:-0.00541 16:0.97838 17:0.09189 18:0.95135 19:-0.06486 20:1 21:0.08649 22:0.98919 23:-0.03243 24:0.98919 25:-0.01622 26:0.95135 27:-0.06486 28:1 29:-0.02703 30:1 31:-0.01081 32:1 33:0 34:1 
-1 1:1 2:1 3:0.87317 4:1 5:0.06977 6:0.84496 7:0.71613 8:1 9:0.03876 10:0.8062 11:-1 12:1 13:0.5067 14:1 15:0.11628 16:0.90698 17:0.04651 18:0.81395 19:1 20:1 21:0.27153 22:1 23:0.03876 24:0.83721 25:-0.00775 26:0.91473 27:1 28:1 29:0.08069 30:1 31:0.05426 32:0.85271 33:0 34:1 
1 1:0.06417 2:0.97861 3:0.09091 4:1 5:0.0107 6:0.87701 7:0.04452 8:0.96974 9:0.05348 10:0.96257 11:-0.01604 12:0.9893 13:0.02139 14:0.96791 15:0.04278 16:0.91444 17:0.04813 18:1 19:0.06417 20:1 21:0 22:1 23:-0.01604 24:0.93583 25:0.00535 26:0.93048 27:0.01604 28:1 29:0.08021 30:1 31:-0.01604 32:0.90374 33:0 34:1 
-1 1:0.0305 2:0.40445 3:-0.31228 4:-0.27104 5:0.185 6:-0.47 7:-0.28475 8:0.3219 9:-0.24 10:-0.58 11:0.33176 12:0.29908 13:-0.08 14:-0.48 15:0.31408 16:-0.34187 17:0.235 18:-0.0875 19:0.21 20:-0.095 21:0.275 22:0.0925 23:-0.34617 24:0.36285 25:0.35 26:0.3225 27:0.3175 28:0.2825 29:0.1 30:0.23 31:0.2875 32:-0.205 33:0 34:1 
1 1:0.16667 2:0.63333 3:0.16667 4:0.6 5:0.13333 6:0.6 7:0.10168 8:0.65932 9:0.13333 10:0.63333 11:0 12:0.76667 13:-0.03333 14:0.73333 15:0.1 16:0.66667 17:0.1 18:0.7 19:0 20:0.73333 21:0 22:0.8 23:0 24:0.63333 25:0 26:0.7 27:0.06667 28:0.7 29:0.06667 30:0.63333 31:0.03333 32:0.6 33:0 34:1 
-1 1:-0.03352 2:0.04749 3:0 4:0.04469 5:-0.00279 6:0.03073 7:-0.00838 8:0.10335 9:0.00559 10:0.00838 11:-0.00559 12:0.02793 13:0.02514 14:-0.04749 15:0.07542 16:-0.06425 17:0.09497 18:0 19:-0.03352 20:0.06425 21:0.05307 22:-0.00559 23:-0.07542 24:0.01676 25:-0.03911 26:0.00559 27:-0.01117 28:0 29:0.00838 30:0.06704 31:-0.00838 32:0.05866 33:0 34:1 
1 1:-0.0598 2:0.50376 3:-0.22535 4:0.46059 5:-0.41901 6:0.36752 7:-0.5642 8:0.16085 9:-0.64792 10:-0.04119 11:-0.55089 12:-0.30851 13:-0.44 14:-0.52475 15:-0.19525 16:-0.65426 17:0.07208 18:-0.66455 19:0.41743 20:-0.75881 21:0.56079 22:-0.47644 23:0.84475 24:-0.24871 25:0.89109 26:0.01267 27:0.82455 28:0.47564 29:0.67248 30:0.72554 31:0.28713 32:0.94653 33:0 34:1 
-1 1:-0.00575 2:-0.04598 3:0.01149 4:0.02586 5:0.01149 6:0.02586 7:0.01724 8:0.00862 9:-0.00862 10:0.03161 11:-0.01149 12:-0.03736 13:0.02299 14:0.02011 15:0.05172 16:-0.04023 17:0.08046 18:-0.09483 19:-0.04598 20:-0.08333 21:0.0431 22:-0.03736 23:-0.06609 24:0.01724 25:0.00862 26:-0.07759 27:0.04598 28:0.01437 29:0.04598 30:-0.02586 31:0.01437 32:0.0546 33:0 34:1 
1 1:0.00788 2:0.79015 3:0.02956 4:0.82956 5:-0.05025 6:0.74089 7:0.00612 8:0.78041 9:-0.01478 10:0.72611 11:0.05517 12:0.74778 13:0.0335 14:0.75961 15:-0.02956 16:0.79113 17:-0.00788 18:0.80099 19:0.01675 20:0.85123 21:0.03251 22:0.8335 23:-0.00985 24:0.78424 25:0.01084 26:0.79015 27:0.00197 28:0.8 29:0.01084 30:0.79704 31:-0.01084 32:0.72414 33:0 34:1 
-1 1:0.01997 2:-0.01427 3:-0.01854 4:-0.02568 5:0.00713 6:0.01997 7:0.01569 8:0.03994 9:0.01854 10:0.05136 11:-0.02282 12:0.05136 13:0.00428 14:0.0214 15:0.03566 16:-0.01712 17:-0.02853 18:-0.04708 19:-0.03281 20:0 21:-0.02282 22:0.01427 23:-0.01284 24:-0.0485 25:-0.04993 26:0.0214 27:-0.01997 28:0.01997 29:0 30:0.00428 31:0.02568 32:0.03852 33:0 34:1 
1 1:0.04233 2:0.2672 3:-0.24339 4:0.24868 5:-0.21693 6:0.15873 7:-0.31739 8:0.03574 9:0.00265 10:-0.2328 11:-0.38095 12:-0.14815 13:-0.1455 14:-0.14815 15:-0.1164 16:-0.5 17:0.06878 18:-0.51587 19:0.3254 20:-0.4127 21:0.31217 22:-0.34127 23:0.53968 24:-0.02116 25:0.49471 26:0.01852 27:0.47619 28:0.25661 29:0.33598 30:0.42328 31:0.22751 32:0.4709 33:0 34:1 
-1 1:-0.06865 2:0.1167 3:-0.07323 4:0.09611 5:-0.06636 6:0.11213 7:0.01373 8:0.08467 9:-0.10297 10:0.15103 11:-0.00229 12:0.11213 13:0 14:0.1167 15:0.07323 16:0.18993 17:-0.04805 18:0.29062 19:-0.13501 20:0.14645 21:0.0778 22:0.12357 23:-0.01144 24:0.23341 25:-0.06178 26:0.12586 27:-0.08238 28:0.10526 29:-0.04119 30:0.13959 31:0.00686 32:0.08696 33:0 34:1 
1 1:0.50457 2:-0.21572 3:0.54479 4:0.02742 5:0.60512 6:0.45521 7:0.30384 8:0.60098 9:-0.05484 10:0.73857 11:-0.3766 12:0.71481 13:-0.6362 14:0.49909 15:-0.69287 16:-0.12797 17:-0.62157 18:-0.38391 19:-0.31079 20:-0.62706 21:0 22:-0.76051 23:0.42048 24:-0.73675 25:0.64899 26:-0.55941 27:0.77514 28:0.21572 29:0.64534 30:0.48263 31:0.38574 32:0.94333 33:0 34:1 
-1 1:0 2:0.00705 3:-0.02398 4:-0.01693 5:-0.01551 6:0.00564 7:-0.01128 8:0.01834 9:-0.01269 10:0 11:0 12:0.01834 13:-0.02539 14:0.04372 15:-0.00423 16:-0.02398 17:0.0268 18:-0.0409 19:0.06065 20:-0.01975 21:-0.03103 22:0.01975 23:0.00141 24:0.00282 25:0.04372 26:0.01128 27:0.01128 28:0.02116 29:-0.00846 30:0.0409 31:0.00705 32:0.01975 33:0 34:1 
1 1:-0.09186 2:0.79089 3:-0.01942 4:0.73936 5:-0.06423 6:0.88125 7:-0.03678 8:0.82383 9:-0.01942 10:0.79686 11:0.0224 12:0.90515 13:0.01195 14:0.88125 15:-0.1419 16:0.8357 17:-0.06796 18:0.83719 19:0.0351 20:0.78342 21:-0.06124 22:0.88051 23:0.11949 24:0.86258 25:0.09037 26:0.84317 27:-0.04182 28:0.77521 29:-0.05676 30:0.81927 31:7.5e-4 32:0.85736 33:0 34:1 
-1 1:1 2:-1 3:1 4:-1 5:1 6:1 7:1 8:1 9:-1 10:1 11:-1 12:1 13:1 14:-1 15:1 16:1 17:1 18:1 19:1 20:-1 21:-1 22:-1 23:-1 24:1 25:-1 26:1 27:1 28:-1 29:1 30:1 31:-1 32:1 33:0 34:1 
1 1:0.64933 2:-0.11215 3:0.66315 4:0.19667 5:0.5831 6:0.3783 7:0.21343 8:0.71698 9:-0.23324 10:0.77814 11:-0.3523 12:0.64649 13:-0.80496 14:0.28444 15:-0.86063 16:-0.1926 17:-0.55262 18:-0.6603 19:-0.31044 20:-0.859 21:0.10768 22:-0.93092 23:0.4998 24:-0.76229 25:0.88744 26:-0.42625 27:0.98903 28:0.08858 29:0.76432 30:0.38887 31:0.39252 32:0.85209 33:0 34:1 
-1 1:0 2:0 3:1 4:-0.94375 5:1 6:1 7:1 8:1 9:1 10:1 11:1 12:0.3125 13:1 14:1 15:1 16:1 17:-1 18:1 19:0 20:0 21:1 22:1 23:0.03125 24:0.025 25:1 26:1 27:-1 28:0.625 29:0.5125 30:1 31:1 32:1 33:0 34:1 
1 1:0.90196 2:-0.11765 3:0.90196 4:0.23529 5:0.56863 6:0.72549 7:0.21876 8:0.92874 9:-0.21569 10:0.92157 11:-0.72549 12:0.7451 13:-1 14:0.35294 15:-0.86275 16:-0.23529 17:-0.68627 18:-0.64706 19:-0.33333 20:-0.96078 21:0.11765 22:-1 23:0.58824 24:-0.82353 25:0.92157 26:-0.4902 27:1 28:0.01961 29:1 30:0.62745 31:0.54902 32:1 33:0 34:1 
-1 1:1 2:-1 3:-1 4:-1 5:0 6:0 7:-1 8:1 9:0.4375 10:1 11:1 12:-1 13:-1 14:-1 15:0 16:0 17:0 18:0 19:-1 20:1 21:1 22:1 23:1 24:-1 25:0 26:0 27:1 28:-1 29:-1 30:-1 31:0 32:0 33:0 34:1 
1 1:1 2:-0.55556 3:1 4:0.22222 5:0.84353 6:0.57454 7:0.45019 8:0.9212 9:0 10:0.33333 11:-0.22222 12:0.77778 13:-0.77778 14:-0.22222 15:-1 16:0.55556 17:-0.77778 18:-0.66667 19:-0.22222 20:-1 21:-0.11111 22:-1 23:0.33333 24:-1 25:0.88889 26:-0.33333 27:1 28:-0.22222 29:0.90763 30:0.53695 31:0.44444 32:0.44444 33:0 34:1 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 
1 1:0.30293 2:0.67493 3:0.29074 4:0.69635 5:0.25 6:0.75 7:0.26388 8:0.73944 9:0.5 10:0.5 11:-0.25 12:1 13:0 14:0.75 15:0.5 16:0.75 17:0.25 18:0.75 19:0.16228 20:0.86922 21:0.1421 22:0.89067 23:0.12094 24:0.91201 25:0 26:0.75 27:0.5 28:0.5 29:0 30:1 31:0 32:1 33:0 34:1 
-1 1:0 2:0 3:-1 4:-1 5:1 6:1 7:-1 8:1 9:-1 10:-1 11:0 12:0 13:0 14:0 15:-1 16:-1 17:0 18:0 19:-1 20:-1 21:-1 22:1 23:-1 24:1 25:-1 26:1 27:0 28:0 29:1 30:1 31:1 32:-1 33:0 34:0 
1 1:0 2:1 3:-0.11111 4:0.88889 5:0.11111 6:1 7:-0.05352 8:0.90347 9:0 10:0.66667 11:-0.11111 12:0.66667 13:-0.11111 14:0.77778 15:-0.11111 16:1 17:0 18:0.77778 19:0 20:0.77778 21:-0.22222 22:1 23:-0.11111 24:0.88889 25:-0.11111 26:1 27:0.11111 28:0.66667 29:0 30:1 31:0 32:1 33:0 34:1 
-1 1:0 2:0 3:1 4:1 5:-1 6:-1 7:-1 8:1 9:0 10:0 11:1 12:-1 13:0 14:0 15:0 16:0 17:0.75 18:1 19:0 20:0 21:-1 22:-1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 
1 1:-0.18182 2:1 3:-0.27273 4:1 5:0.45455 6:1 7:-0.04914 8:1 9:-0.09091 10:1 11:0.09091 12:1 13:-0.36364 14:1 15:0 16:1 17:0.09091 18:1 19:-0.18182 20:1 21:-0.27273 22:1 23:0 24:1 25:-0.09091 26:1 27:0.09091 28:1 29:-0.45455 30:1 31:0.45455 32:1 33:0 34:1 
-1 1:-0.41667 2:0.17045 3:-0.02273 4:0.18182 5:0.24242 6:0.43182 7:-0.57576 8:0.25758 9:-0.27273 10:0.29167 11:0.17803 12:-0.57576 13:-0.53409 14:0.01894 15:-0.14773 16:0.12121 17:0.32955 18:-0.53788 19:0.31439 20:0.36364 21:0.51894 22:-0.07576 23:0.39394 24:0.42803 25:0.28788 26:0.3447 27:0 28:0 29:0 30:0 31:-0.63636 32:0.62121 33:0 34:1 
1 1:0.23529 2:1 3:0.35294 4:1 5:0.05882 6:1 7:0.20225 8:1 9:-0.11765 10:1 11:0.41176 12:1 13:0.35294 14:1 15:-0.11765 16:1 17:-0.05882 18:1 19:0.47059 20:1 21:0.11765 22:1 23:0.23529 24:1 25:0.05882 26:1 27:0.41176 28:1 29:0.23529 30:1 31:0.11765 32:1 33:0 34:1 
-1 1:0.45745 2:-0.67553 3:0.90426 4:0.74468 5:-0.48936 6:-0.2234 7:-0.46809 8:-0.19149 9:0 10:0 11:-0.70745 12:0.17021 13:1 14:-0.25 15:-0.07979 16:0.82979 17:0 18:0 19:-1 20:1 21:-0.59043 22:0.12766 23:-0.3617 24:-1 25:-0.23404 26:0.07979 27:0.51064 28:1 29:-0.62766 30:-1 31:0 32:0 33:0 34:1 
1 1:0.04167 2:0.70833 3:0 4:0.70833 5:0.20833 6:1 7:0.05503 8:0.83796 9:-0.125 10:0.83333 11:0.16667 12:0.75 13:-0.08333 14:0.66667 15:0.08333 16:1 17:0.04167 18:0.875 19:0 20:0.70833 21:0.125 22:0.83333 23:0.04167 24:0.91667 25:-0.08333 26:0.875 27:0.25 28:0.70833 29:-0.16667 30:0.83333 31:0.29167 32:0.91667 33:0 34:1 
-1 1:0.19551 2:0.16827 3:-0.04808 4:0.02564 5:0.09615 6:0.125 7:-0.10897 8:0.17308 9:0.08974 10:0.07853 11:-0.06571 12:-0.05128 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:-0.19071 22:0.11538 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:-0.16667 32:0.1859 33:0 34:1 
1 1:-0.89621 2:0.29221 3:-0.88846 4:0.24117 5:-0.83893 6:0.37941 7:-0.85669 8:0.48757 9:-0.96296 10:0.67033 11:-0.74785 12:0.58829 13:-0.78316 14:0.8245 15:-0.63544 16:0.68131 17:-0.65224 18:0.73084 19:-0.4817 20:0.91904 21:-0.47265 22:0.85788 23:-0.34281 24:0.96662 25:-0.33075 26:1 27:-0.29802 28:0.99246 29:-0.11326 30:1 31:-0.08183 32:1 33:0 34:1 
-1 1:0.07895 2:0.82895 3:0.20175 4:0.35088 5:-0.24561 6:1 7:-1 8:1 9:-0.66667 10:1 11:-0.16228 12:-0.29825 13:0 14:0 15:0.5307 16:0.22807 17:-0.03947 18:0.72807 19:0.34649 20:0.35088 21:0.05702 22:0.22807 23:0.07018 24:0.46053 25:0.21053 26:0.34649 27:-0.82456 28:-1 29:1 30:-1 31:1 32:1 33:0 34:1 
1 1:-0.46603 2:0.18353 3:-0.51329 4:0.15657 5:-0.39143 6:0.12777 7:-0.4839 8:0.29208 9:-0.52142 10:0.23966 11:-0.32681 12:0.53176 13:-0.39328 14:0.61041 15:-0.55059 16:0.40473 17:-0.61189 18:0.47194 19:-0.36078 20:0.71492 21:-0.30539 22:0.73855 23:-0.24077 24:0.70643 25:-0.23486 26:0.89919 27:-0.30133 28:0.80244 29:0.00369 30:0.99815 31:0.24077 32:1 33:0 34:1 
-1 1:0 2:0 3:-1 4:-1 5:1 6:-1 7:-1 8:1 9:1 10:-1 11:1 12:1 13:0 14:0 15:0 16:0 17:-1 18:1 19:0 20:0 21:1 22:1 23:-1 24:1 25:0 26:0 27:0 28:0 29:-1 30:1 31:1 32:-1 33:0 34:0 
1 1:-0.47898 2:-0.07457 3:-0.54074 4:-0.0184 5:-0.54928 6:-0.07162 7:-0.59589 8:0.09312 9:-0.63601 10:0.1475 11:-0.59691 12:0.33509 13:-0.54172 14:0.40506 15:-0.72109 16:0.2707 17:-0.70729 18:0.37254 19:-0.49967 20:0.63338 21:-0.49639 22:0.70302 23:-0.28909 24:0.79271 25:-0.2707 26:0.81702 27:-0.22602 28:0.87024 29:-0.17674 30:0.96419 31:-0.19448 32:0.92247 33:0 34:1 
-1 1:1 2:0.47569 3:-1 4:0.69792 5:-1 6:1 7:-1 8:0.33333 9:1 10:-0.71528 11:0 12:0 13:1 14:1 15:1 16:1 17:0 18:0 19:1 20:1 21:-1 22:0.23958 23:0 24:0 25:0.53819 26:1 27:-1 28:1 29:1 30:-0.50694 31:-1 32:-1 33:0 34:1 
1 1:0.69409 2:-0.00422 3:0.62447 4:0.31435 5:0.42827 6:0.64135 7:0.07933 8:0.77937 9:-0.28903 10:0.74895 11:-0.66878 12:0.51477 13:-0.86498 14:0.16245 15:-0.85654 16:-0.25105 17:-0.65612 18:-0.62869 19:-0.25527 20:-0.86709 21:0.19409 22:-0.93882 23:0.61181 24:-0.72363 25:0.88186 26:-0.37764 27:0.9346 28:0.09916 29:0.7616 30:0.5 31:0.4346 32:0.84177 33:0 34:1 
-1 1:0 2:0 3:1 4:-1 5:1 6:-1 7:1 8:1 9:-1 10:-1 11:-1 12:1 13:0 14:0 15:1 16:1 17:-1 18:1 19:0 20:0 21:-1 22:1 23:1 24:1 25:-1 26:-1 27:-1 28:1 29:0 30:0 31:1 32:1 33:0 34:1 
1 1:-0.66667 2:1 3:-1 4:0 5:-1 6:1 7:-1 8:0.19235 9:-1 10:-0.33333 11:-0.33333 12:-1 13:-0.92536 14:-1 15:-0.66667 16:-1 17:0 18:-1 19:1 20:-1 21:1 22:0 23:1 24:-1 25:1 26:-0.33333 27:1 28:0.77123 29:1 30:1 31:0.63548 32:1 33:0 34:1 
-1 1:0 2:0 3:1 4:1 5:-1 6:1 7:1 8:1 9:-1 10:1 11:0 12:0 13:1 14:-1 15:-1 16:-1 17:0 18:0 19:1 20:-1 21:-1 22:-1 23:-1 24:1 25:1 26:-1 27:0 28:0 29:-1 30:-1 31:1 32:-1 33:0 34:0 
1 1:1 2:1 3:1 4:1 5:0.25 6:1 7:1 8:1 9:1 10:1 11:1 12:1 13:0.92001 14:1 15:0 16:1 17:1 18:-0.375 19:0.58986 20:1 21:0.48981 22:1 23:0.39495 24:1 25:-0.125 26:1 27:0.22108 28:1 29:0.14211 30:1 31:0.06843 32:1 33:0 34:1 
-1 1:0 2:0 3:0 4:0 5:0 6:0 7:-1 8:1 9:-1 10:1 11:1 12:1 13:0 14:0 15:-1 16:-1 17:0 18:0 19:-1 20:1 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:-1 32:-1 33:0 34:0 
1 1:-0.27201 2:0.01336 3:-0.1895 4:-0.04717 5:-0.21129 6:-0.02612 7:-0.2321 8:-4.6e-4 9:-0.25124 10:0.03004 11:-0.26795 12:0.06556 13:-0.31525 14:0.09513 15:-0.29052 16:0.15196 17:-0.29441 18:0.20269 19:-0.18947 20:0.03459 21:-0.31997 22:0.28931 23:-0.26339 24:0.38096 25:0.04403 26:0.29796 27:-0.21384 28:-0.13129 29:-0.1438 30:0.58264 31:-0.07896 32:0.64947 33:0 34:1 
-1 1:-0.9375 2:-0.19792 3:-0.27083 4:-0.125 5:-1 6:-0.22917 7:0.75 8:0.04167 9:0.5 10:-1 11:0.90625 12:-0.16667 13:-0.21875 14:-0.19792 15:0 16:0 17:0 18:0 19:0 20:0 21:0.26042 22:0.16667 23:-0.33333 24:1 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:1 
